Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
TR,3/7/2019,1:00 PM,PEDESTRIAN CROSSING MIDBLOCK,200 Block East 6th Street,,N,APD,7994,White,Male
CO,3/7/2019,12:10 PM,CAMPING IN A PUBLIC PLACE,800 Block East 8th Street,,Y,APD,7870,White,Female
CO,3/7/2019,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block East 7th Street,,Y,APD,7870,Black,Female
TR,3/7/2019,12:30 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street And North Ih 35,,Y,APD,8017,White,Female
CO,3/7/2019,3:24 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,Cesar Chavez Street And Ih 35,,Y,APD,7042,Black,Male
TR,3/7/2019,12:10 PM,PEDESTRIAN CROSSING MIDBLOCK,800 Block East 8th Street,,Y,APD,7870,White,Female
CO,3/7/2019,12:00 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,Cesar Chavez Street And Ih 35,,Y,APD,7857,White,Male
TR,3/8/2019,12:00 AM,PEDESTRIAN ON ROADWAY,700 Block East 7th Street,,Y,APD,7835,White,Female
TR,3/8/2019,3:06 AM,PEDESTRIAN CROSSING MIDBLOCK,500 Block East 7th Street,,N,APD,8140,Hispanic,Male
CM,3/9/2019,8:34 PM,PUBLIC INTOXICATION,6607 S Ih 35 Service Road North Bound,,Y,APD,8665,Black,Male
CM,3/9/2019,10:57 PM,PUBLIC INTOXICATION,West 5th Street,,Y,APD,5906,White,Male
CM,3/9/2019,12:00 AM,PUBLIC INTOXICATION,200 Block Colorado Street,,Y,APD,8115,White,Male
CO,3/9/2019,6:41 AM,HUMAN WASTE,300 Block East 6th Street,,N,APD,6144,Black,Male
CM,3/10/2019,11:20 PM,DISREGARD ORDER OF A POLICE OFFICER,400 Block East 6th Street,,Y,APD,8140,Hispanic,Female
CM,3/10/2019,3:15 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7796,Hispanic,Male
CM,3/10/2019,7:52 AM,PUBLIC INTOXICATION,West 2nd Street And,Guadalupe Street,N,APD,5666,White,Male
CM,3/10/2019,12:51 AM,DISORDERLY CONDUCT - FIGHTING,401 East 6th Street,,Y,APD,7884,White,Female
CM,3/10/2019,9:45 PM,PUBLIC INTOXICATION,300 Block East 7th Street,,Y,APD,6970,White,Male
CM,3/10/2019,12:51 AM,DISORDERLY CONDUCT - FIGHTING,401 East 6th Street,,N,APD,7884,Hispanic,Female
CM,3/10/2019,12:55 AM,PUBLIC INTOXICATION,403 East 6th Street,,Y,APD,7835,Black,Male
CM,3/10/2019,3:07 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,N,APD,6331,Black,Female
CM,3/10/2019,11:00 PM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7804,Black,Male
CM,3/10/2019,12:00 AM,PUBLIC INTOXICATION,600 Block Trinity Street,,Y,APD,3454,Hispanic,Male
CM,3/11/2019,12:12 AM,PUBLIC INTOXICATION,500 Block Trinity Street,,Y,APD,7887,White,Male
CM,3/11/2019,12:00 AM,PUBLIC INTOXICATION,310 East 5th Street,,N,APD,7092,White,Female
CO,3/11/2019,1:42 AM,AGGRESSIVE SOLICITATION,600 Block Neches Street,,Y,APD,7796,Black,Male
CM,3/12/2019,6:59 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,515 Congress Avenue,,N,APD,7785,Black,Male
CO,3/12/2019,9:14 PM,Glass Container Prohibited,BRUSHY ST,E 5TH ST,N,,7451,White,Male
CM,3/12/2019,10:38 PM,DISREGARD ORDER OF A POLICE OFFICER,6th And San Jacinto,,Y,APD,7837,White,Male
CM,3/12/2019,3:23 AM,PUBLIC INTOXICATION,98 Red River Street,,Y,APD,7948,White,Male
CM,3/12/2019,12:00 AM,PUBLIC INTOXICATION,1801 Lavaca Street,,N,APD,8570,White,Male
CM,3/12/2019,12:00 AM,PUBLIC INTOXICATION,1801 Lavaca Street,,Y,APD,8570,White,Male
CO,3/12/2019,3:35 PM,AGGRESSIVE SOLICITATION,6th Street And Red River Street,,N,APD,7775,White,Male
CO,3/12/2019,9:10 AM,LITTERING,700 Block Neches Street,,Y,APD,5193,Black,Male
CM,3/13/2019,12:00 AM,PUBLIC INTOXICATION,400 Block Guadalupe Street,,N,APD,5988,White,Male
CM,3/13/2019,2:00 AM,DISORDERLY CONDUCT - FIGHTING,409 East 6th Street,,N,APD,7872,White,Female
CM,3/13/2019,6:30 PM,DISREGARD ORDER OF A POLICE OFFICER,600 Block East 6th Street,,Y,APD,5930,Black,Male
CM,3/13/2019,6:30 PM,DISREGARD ORDER OF A POLICE OFFICER,600 Block East 6th Street,,Y,APD,5930,White,Female
CO,3/13/2019,11:00 PM,HUMAN WASTE,600 Block North Ih 35,,Y,APD,7238,White,Male
CM,3/13/2019,6:23 PM,DISREGARD ORDER OF A POLICE OFFICER,600 Block East 6th Street,,Y,APD,5930,Black,Male
CM,3/14/2019,2:20 AM,DISREGARD ORDER OF A POLICE OFFICER,East 6th Street And Trinity Street,,Y,APD,7445,White,Male
CO,3/14/2019,11:14 PM,HUMAN WASTE,81 Rainey Street,,Y,APD,7293,White,Male
CM,3/14/2019,2:20 AM,PUBLIC INTOXICATION,East 6th Street And Trinity Street,,Y,APD,7445,White,Male
CM,3/15/2019,2:20 PM,PUBLIC INTOXICATION,1213 Sabine Street,,N,APD,8382,White,Male
CM,3/15/2019,11:58 PM,PUBLIC INTOXICATION,61 Rainey Street,,N,APD,7051,Hispanic,Male
CM,3/15/2019,3:06 AM,PUBLIC INTOXICATION,50 Block East Avenue,,Y,APD,5906,Black,Male
CO,3/15/2019,10:00 PM,OPEN GLASS CONTAINER,823 Congress Avenue,,N,APD,7849,White,Male
CM,3/16/2019,12:00 AM,PUBLIC INTOXICATION,700 Block East 8th Street,,Y,APD,6477,White,Male
CM,3/16/2019,12:00 AM,PUBLIC INTOXICATION,208 East 6th Street,,Y,APD,7327,White,Male
CM,3/16/2019,9:39 PM,PUBLIC INTOXICATION,5th Street And,Red River Street,N,APD,7613,White,Male
CM,3/16/2019,2:00 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,N,APD,6811,Black,Male
CM,3/16/2019,2:15 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,7403,Hispanic,Female
CM,3/16/2019,12:00 AM,PUBLIC INTOXICATION,1701 East Cesar Chavez Street,,N,APD,8787,Hispanic,Male
CM,3/16/2019,12:00 AM,PUBLIC INTOXICATION,1400 Block East 6th Street,,Y,APD,7835,Hispanic,Male
CM,3/16/2019,3:25 PM,GAMING - CARDS; DICE; OR BALLS,500 Block East 6th Street,,N,APD,7870,Black,Male
CM,3/17/2019,2:03 AM,Interference with a police service animal,6th Street,Trinity Street,N,APD,7946,Hispanic,Male
CM,3/17/2019,7:28 PM,PUBLIC INTOXICATION,700 Block West 6th Street,,Y,APD,6802,White,Male
CM,3/18/2019,2:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7804,Hispanic,Male
CM,3/18/2019,9:53 PM,Possession of Drug Paraphernalia,400  E 6TH ST,,Y,,8140,White,Male
CO,3/18/2019,4:30 PM,LITTERING,719 East 6th Street,,N,APD,3274,White,Male
TR,3/19/2019,12:40 AM,PEDESTRIAN WALKING AGAINST LIGHT,400  E 6TH ST,,N,,8140,White,Male
CM,3/20/2019,4:05 PM,Possession of Drug Paraphernalia,500 Block Neches Street,,N,APD,7759,White,Male
CO,3/20/2019,6:30 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 7th Street,Red River Street,N,APD,7077,Black,Male
CO,3/21/2019,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,213 East 6th Street,,N,APD,7798,White,Male
CM,3/21/2019,1:50 AM,THEFT OF SERVICE,East 6th Street,Trinity Street,N,APD,8140,Black,Male
CO,3/21/2019,11:48 PM,AGGRESSIVE SOLICITATION,East 6th Street,San Jacinto Boulevard,Y,APD,7796,White,Male
CM,3/21/2019,3:17 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,N,APD,7759,White,Female
CO,3/21/2019,4:16 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,Ih 35 And East 6th Street,,Y,APD,7986,Hispanic,Female
CO,3/22/2019,9:38 AM,CAMPING IN A PUBLIC PLACE,800 Block East Cesar Chavez Street,,N,APD,5193,Hispanic,Male
CO,3/22/2019,9:42 AM,CAMPING IN A PUBLIC PLACE,800 Block East Cesar Chavez Street,,N,APD,5193,Hispanic,Female
CO,3/22/2019,10:17 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East Cesar Chavez Street,North Ih 35,Y,APD,6144,White,Male
CO,3/22/2019,10:14 AM,AGGRESSIVE SOLICITATION,East Cesar Chavez Street And North Ih 35,,Y,APD,5193,Hispanic,Male
CO,3/22/2019,9:33 AM,CAMPING IN A PUBLIC PLACE,East Cesar Chavez Street And North Ih 35,,Y,APD,6144,Black,Male
CO,3/22/2019,9:36 AM,CAMPING IN A PUBLIC PLACE,Cesar Chavez Street And North Ih 35,,N,APD,6144,Black,Male
CM,3/23/2019,7:20 PM,PUBLIC INTOXICATION,600 Block Sabine Street,,Y,APD,8105,White,Male
CM,3/23/2019,12:00 AM,PUBLIC INTOXICATION,6th Street And,Trinity Street,N,APD,7946,Hispanic,Male
CO,3/23/2019,8:00 PM,MANIFESTING - DRUGS,500 Block East 7th Street,,N,APD,7775,Black,Female
CM,3/24/2019,9:07 PM,FAILURE TO IDENTIFY - REFUSE,East 6th Street,Brazos Street,N,APD,7608,White,Female
CM,3/25/2019,12:00 AM,PUBLIC INTOXICATION,1814 Guadalupe Street,,Y,APD,8195,White,Male
CO,3/25/2019,1:26 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,Y,APD,7775,Black,Male
CM,3/25/2019,12:55 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7798,Black,Male
CM,3/26/2019,1:42 AM,PUBLIC INTOXICATION,901 Red River Street,,Y,APD,7884,White,Female
CM,3/26/2019,12:00 AM,PUBLIC INTOXICATION,713 Congress Avenue,,Y,APD,7786,Black,Male
CM,3/27/2019,12:11 AM,PUBLIC INTOXICATION,404 East 6th Street,,Y,APD,7597,Black,Male
TR,3/27/2019,1:30 AM,PEDESTRIAN WALKING AGAINST LIGHT,400 Block East 6th Street,,Y,APD,7611,White,Male
CO,3/27/2019,2:36 AM,HUMAN WASTE,500  TRINITY ST,,N,,8140,Hispanic,Male
CO,3/27/2019,9:58 PM,AGGRESSIVE SOLICITATION,500 Block East 6th Street,,N,APD,7887,Hispanic,Female
CO,3/27/2019,1:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Brazos Street,,N,APD,7845,White,Male
CM,3/27/2019,3:00 PM,Possession of Drug Paraphernalia,East 7th Street And Neches Street,,Y,APD,7759,Black,Male
CM,3/27/2019,3:08 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,7766,White,Male
CM,3/28/2019,11:45 PM,PUBLIC INTOXICATION,317 East 6th Street,,N,APD,7804,White,Male
CM,3/28/2019,1:55 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,7780,Black,Male
CM,3/28/2019,2:12 PM,Possession of Drug Paraphernalia,6th Street And Ih 35,,N,APD,7766,Black,Male
CM,3/28/2019,1:55 PM,Possession of Drug Paraphernalia,500  E 7TH ST,,N,,7785,Black,Male
CM,3/28/2019,2:22 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7780,White,Male
CM,3/28/2019,2:05 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7780,Black,Male
CO,3/28/2019,2:22 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,7780,White,Male
CM,3/28/2019,7:51 PM,MISDEMEANOR THEFT C - LESS THAN $100,12900  N LAMAR BLVD,,Y,,8210,White,Female
CM,3/29/2019,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,Red River Street,Y,APD,7835,Black,Male
CM,3/30/2019,2:20 AM,DISORDERLY CONDUCT - FIGHTING,600 Block Trinity Street,,Y,APD,7608,Black,Female
CM,3/30/2019,8:14 PM,PUBLIC INTOXICATION,90 Block Rainey Street,,Y,APD,7796,White,Male
CM,3/30/2019,2:20 AM,DISORDERLY CONDUCT - FIGHTING,6th Street And Trinity Street,,Y,APD,8737,Black,Female
CM,3/30/2019,1:34 AM,DISORDERLY CONDUCT - FIGHTING,401 East 6th Street,,Y,APD,8018,Hispanic,Male
CO,3/30/2019,12:00 AM,HUMAN WASTE,500 Block Trinity Street,,Y,APD,8737,White,Male
CM,3/31/2019,1:34 PM,MISDEMEANOR THEFT C - LESS THAN $100,100  E.4TH STREET,,Y,,4949,Hispanic,Male
CM,3/31/2019,12:00 AM,PUBLIC INTOXICATION,700 Block Neches Street,,N,APD,6290,Black,Male
CM,3/31/2019,12:00 AM,PUBLIC INTOXICATION,309 East 6th Street,,Y,APD,8771,Hispanic,Male
CO,4/2/2019,9:30 PM,AGGRESSIVE SOLICITATION,East Cesar Chavez Street And North Ih 35,,Y,APD,7796,Black,Male
CO,4/2/2019,11:21 PM,AGGRESSIVE SOLICITATION,600  TRINITY ST,,Y,,8140,Black,Female
CM,4/2/2019,12:30 AM,PUBLIC INTOXICATION,917 North Lamar Boulevard,,Y,APD,6627,Hispanic,Male
TR,4/2/2019,9:30 PM,PEDESTRIAN ON ROADWAY,East Cesar Chavez Street And North Ih 35,,Y,APD,7796,Black,Male
CM,4/3/2019,6:48 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7796,Black,Male
CM,4/3/2019,12:00 AM,SIT OR LIE ON PUBLIC SIDEWALK,600 blk neches,,Y,APD,5149,White,Male
CM,4/3/2019,5:18 PM,Possession of Drug Paraphernalia,6th At Broazos,,Y,APD,7766,White,Female
CO,4/3/2019,2:23 AM,HUMAN WASTE,600  SABINE ST,,Y,,8140,White,Male
CM,4/4/2019,8:20 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,3968,Black,Male
TR,4/4/2019,2:00 AM,PEDESTRIAN CROSSING MIDBLOCK,200 Block West 4th Street,,Y,APD,7796,Hispanic,Male
TR,4/4/2019,6:00 AM,PEDESTRIAN CROSSING MIDBLOCK,500 Block Brazos Street,,Y,APD,3968,Hispanic,Female
CM,4/4/2019,4:00 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,3968,Black,Male
CM,4/4/2019,3:00 PM,Possession of Drug Paraphernalia,East 6th Street At Brazos,,N,APD,7786,White,Male
CM,4/4/2019,12:10 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Male
CM,4/4/2019,7:45 PM,Possession of Drug Paraphernalia,East 6th Street At Brazos,,N,APD,7785,Black,Male
CM,4/4/2019,11:29 PM,PUBLIC INTOXICATION,711 Red River Street,,N,APD,7887,Black,Male
CM,4/4/2019,12:00 AM,PUBLIC INTOXICATION,East 2nd Street And,Congress Avenue,Y,APD,4949,Black,Male
TR,4/4/2019,12:00 AM,PEDESTRIAN ON ROADWAY,500 Block East 7th Street,,Y,APD,7625,White,Female
CM,4/4/2019,2:40 PM,Possession of Drug Paraphernalia,6th At Neches,,Y,APD,7766,Black,Male
CO,4/4/2019,8:57 AM,HUMAN WASTE,700 Block East 8th Street,,Y,APD,6086,Black,Male
CO,4/5/2019,9:51 AM,CAMPING IN A PUBLIC PLACE,200  E 6TH ET,,N,,7638,Hispanic,Male
CM,4/5/2019,10:20 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,3968,Hispanic,Male
CO,4/5/2019,10:00 AM,CAMPING IN A PUBLIC PLACE,500 Block Brazos Street,,Y,APD,3968,Black,Female
CM,4/5/2019,9:55 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Male
CM,4/5/2019,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7284,White,Female
CO,4/5/2019,10:04 AM,CAMPING IN A PUBLIC PLACE,500  BRAZOS,,N,,7638,White,Male
CM,4/5/2019,12:00 AM,PUBLIC INTOXICATION,100 Block West 5th Street,,N,APD,8070,White,Male
CO,4/5/2019,10:10 AM,CAMPING IN A PUBLIC PLACE,500 Block Brazos Street,,Y,APD,3968,White,Female
CO,4/6/2019,12:15 AM,LITTERING,200 Block West 4th Street,,N,APD,7850,Hispanic,Male
CM,4/6/2019,2:24 AM,PUBLIC INTOXICATION,Trinity Street And,6th Street,N,APD,8126,Hispanic,Male
CM,4/6/2019,12:00 AM,PUBLIC INTOXICATION,West 7th Street And,Rio Grande Street,Y,APD,7835,Black,Male
CM,4/7/2019,2:00 AM,DISORDERLY CONDUCT - FIGHTING,200 Block East 6th Street,,Y,APD,7796,Black,Male
CM,4/7/2019,6:58 PM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,Trinity Street,N,APD,7872,White,Female
CM,4/7/2019,2:00 AM,DISORDERLY CONDUCT - FIGHTING,200 Block East 6th Street,,Y,APD,7796,Hispanic,Male
CM,4/7/2019,12:00 AM,PUBLIC INTOXICATION,1211 Sabine Street,,Y,APD,6495,White,Male
CM,4/7/2019,6:58 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,San Jacinto,Y,APD,7872,Hispanic,Female
CM,4/7/2019,1:00 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,7775,White,Male
CM,4/8/2019,6:36 PM,FAILURE TO IDENTIFY - REFUSE,233 West 2nd Street,,Y,APD,7699,White,Female
CM,4/8/2019,8:20 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,3968,White,Male
CO,4/8/2019,7:40 AM,CAMPING IN A PUBLIC PLACE,500 Block Brazos Street,,N,APD,3968,White,Male
CO,4/9/2019,11:20 AM,CAMPING IN A PUBLIC PLACE,600 Block Sabine Street,,Y,APD,3968,Black,Male
CO,4/9/2019,7:48 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,611 Congress Avenue,,Y,APD,7796,White,Male
CM,4/9/2019,10:23 AM,Possession of Drug Paraphernalia,300 Block East 6th Street,,Y,APD,7043,Black,Female
CM,4/9/2019,12:00 AM,PUBLIC INTOXICATION,15th Street And,San Antonio Street,N,APD,8569,Hispanic,Female
CM,4/9/2019,3:50 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,Y,APD,7759,Black,Male
CM,4/9/2019,9:40 AM,Possession of Drug Paraphernalia,219 East 6th Street,,N,APD,4973,Hispanic,Male
CO,4/9/2019,7:48 PM,AGGRESSIVE SOLICITATION,611 Congress Avenue,,Y,APD,7796,White,Male
CM,4/9/2019,3:25 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,N,APD,7785,White,Male
CM,4/9/2019,4:47 PM,Possession of Drug Paraphernalia,7th Street And Congress Avenue,,Y,APD,7986,White,Female
CM,4/9/2019,3:30 PM,Possession of Drug Paraphernalia,6th Street And Neches Street,,N,APD,7766,White,Male
CM,4/9/2019,10:42 AM,Possession of Drug Paraphernalia,400  BRAZOS,,Y,,7511,White,Male
CM,4/9/2019,3:30 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,N,APD,7615,White,Male
CM,4/9/2019,9:29 PM,PUBLIC INTOXICATION,East 7th Street And,North Ih 35 Service Road,Y,APD,7850,White,Female
CO,4/10/2019,7:10 AM,HUMAN WASTE,600 Block East 7th Street,,N,APD,3968,White,Male
TR,4/10/2019,12:00 AM,PEDESTRIAN ON ROADWAY,East 6th Street,Brazos Street,N,APD,8149,Black,Female
CM,4/10/2019,6:20 PM,DISREGARD ORDER OF A POLICE OFFICER,40 Block Rainey Street,,Y,APD,7796,No Data,Male
CM,4/10/2019,11:29 PM,DISREGARD ORDER OF A POLICE OFFICER,407 East 6th Street,,N,APD,8140,Hispanic,Male
CO,4/10/2019,9:40 AM,CAMPING IN A PUBLIC PLACE,800 Block East Cesar Chavez Street,,N,APD,5193,White,Male
CO,4/10/2019,3:50 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,300 Block East 7th Street,,Y,APD,7615,White,Male
CM,4/10/2019,6:10 PM,Possession of Drug Paraphernalia,East 6th Street And Brazos Street,,N,APD,7785,White,Male
CO,4/10/2019,9:40 AM,CAMPING IN A PUBLIC PLACE,800 Block East Cesar Chavez Street,,Y,APD,5193,Black,Male
CM,4/10/2019,7:10 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,600 Block East 7th Street,,N,APD,3968,White,Male
TR,4/11/2019,1:00 PM,PEDESTRIAN ON ROADWAY,Cesar Chavez Street And North Ih 35,,N,APD,3968,Black,Male
TR,4/11/2019,6:40 PM,PEDESTRIAN ON ROADWAY,700 Block Cesar Chavez Street,,Y,APD,7796,Mid East,Male
TR,4/11/2019,8:10 PM,PEDESTRIAN ON ROADWAY,East 6th Street And North Ih 35,,Y,APD,7796,White,Male
TR,4/11/2019,1:00 AM,PEDESTRIAN ON ROADWAY,Cesar Chavez Street And North Ih 35,,N,APD,3968,White,Female
CM,4/11/2019,12:00 AM,Possession of Drug Paraphernalia,500 East 7th Street,,N,APD,8394,Black,Male
CM,4/11/2019,10:40 AM,Possession of Drug Paraphernalia,600 Block Sabine Street,,N,APD,3968,White,Male
CM,4/11/2019,4:51 PM,PUBLIC INTOXICATION,Lavaca Street And,West 18th Street,N,APD,8440,White,Male
CM,4/11/2019,4:40 PM,Possession of Drug Paraphernalia,East 6th Street And Neches Street,,Y,APD,7986,Hispanic,Male
CO,4/11/2019,6:40 PM,AGGRESSIVE SOLICITATION,700 Block Cesar Chavez Street,,Y,APD,7796,Mid East,Male
CO,4/11/2019,2:05 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,Cesar Chavez Street And Ih 35,,Y,APD,2959,Black,Male
CO,4/11/2019,10:20 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Sabine Street,,Y,APD,3968,White,Female
CM,4/11/2019,4:59 AM,PUBLIC INTOXICATION,1115 East 11th Street,,N,APD,7882,Hispanic,Male
CM,4/12/2019,2:01 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8110,White,Male
CM,4/12/2019,1:16 AM,Interference with a police service animal,300 Block East 6th Street,,N,APD,7779,White,Male
CO,4/12/2019,9:10 AM,CAMPING IN A PUBLIC PLACE,600 Block Sabine Street,,Y,APD,3968,Black,Female
CM,4/12/2019,9:10 AM,Possession of Drug Paraphernalia,600 Block Sabine Street,,N,APD,3968,Black,Female
CO,4/12/2019,7:33 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,204 East 6th Street,,Y,APD,7796,White,Male
CM,4/13/2019,10:00 AM,Possession of Drug Paraphernalia,600 Block East 7th Street,,N,APD,3968,Black,Male
CM,4/13/2019,12:00 AM,PUBLIC INTOXICATION,912 Red River Street,,Y,APD,7835,White,Male
CM,4/13/2019,12:00 AM,PUBLIC INTOXICATION,912 Red River Street,,Y,APD,7835,White,Female
CM,4/13/2019,1:13 AM,PUBLIC INTOXICATION,404 Colorado Street,,Y,APD,8389,White,Male
CO,4/13/2019,8:15 PM,HUMAN WASTE,100 Block East 5th Street,,Y,APD,6294,White,Male
CM,4/14/2019,1:45 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7804,White,Male
CM,4/14/2019,12:00 AM,PUBLIC INTOXICATION,110  EAST 2ND,,Y,APD,8747,Hispanic,Male
CM,4/14/2019,1:40 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,Y,APD,8126,Hispanic,Male
CM,4/14/2019,2:00 AM,DISREGARD ORDER OF A POLICE OFFICER,East 6th Street And Neches Street,,N,APD,7764,Hispanic,Female
CM,4/14/2019,10:07 PM,Possession of Drug Paraphernalia,500  BRAZOS ST,,N,,8140,White,Male
CO,4/14/2019,1:50 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Sabine Street,,Y,APD,3968,Hispanic,Male
CM,4/15/2019,10:30 PM,PUBLIC INTOXICATION,20 North Ih 35 Service Road,,N,APD,7615,Hispanic,Male
CM,4/15/2019,4:00 PM,Possession of Drug Paraphernalia,601 North Ih 35,,Y,APD,7615,Hispanic,Male
CO,4/16/2019,11:25 AM,CAMPING IN A PUBLIC PLACE,500 Block Brazos Street,,N,APD,3968,White,Female
CM,4/16/2019,5:30 PM,PUBLIC INTOXICATION,601 West 6th Street,,Y,APD,7615,Black,Male
CO,4/16/2019,2:58 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,West 3rd Street And Lavaca Street,,Y,APD,7780,Black,Male
CM,4/16/2019,11:25 AM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Female
CM,4/17/2019,12:19 AM,SIMPLE ASSAULT BY CONTACT,708 East 6th Street,,Y,APD,5386,White,Male
CM,4/17/2019,12:19 AM,PUBLIC INTOXICATION,500 East 6th Street,,N,APD,5386,White,Male
CM,4/17/2019,1:10 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,White,Male
CO,4/18/2019,11:15 PM,HUMAN WASTE,311 East 6th Street,,Y,APD,7798,White,Male
CM,4/18/2019,6:40 PM,Possession of Drug Paraphernalia,Neches Street,East 6th Street,Y,APD,7872,Black,Male
CM,4/19/2019,7:01 PM,Possession of Drug Paraphernalia,East 6th Street,Red River Street,N,APD,6633,Hispanic,Male
CM,4/19/2019,2:24 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,8747,Hispanic,Male
CM,4/20/2019,2:10 AM,DISORDERLY CONDUCT - FIGHTING,217 East 6th Street,,N,APD,7835,Hispanic,Female
TR,4/20/2019,10:20 AM,PEDESTRIAN ON ROADWAY,100 Block North Ih 35,,Y,APD,3968,Black,Male
CM,4/20/2019,11:57 PM,PUBLIC INTOXICATION,50 North Ih 35,,N,APD,6633,White,Male
CO,4/20/2019,10:20 AM,AGGRESSIVE SOLICITATION,100 Block North Ih 35,,Y,APD,3968,Black,Male
CO,4/20/2019,12:59 AM,AGGRESSIVE SOLICITATION,East 6th Street And San Jacinto Street,,Y,APD,7796,White,Male
CM,4/20/2019,2:10 AM,DISORDERLY CONDUCT - FIGHTING,217 East 6th Street,,N,APD,7835,Black,Female
CM,4/20/2019,8:30 PM,Possession of Drug Paraphernalia,500 Block Brazos Street,,N,APD,3968,Black,Male
CM,4/20/2019,12:00 AM,DISORDERLY CONDUCT - FIGHTING,404 East 6th Street,,Y,APD,7611,White,Male
CM,4/20/2019,2:16 AM,Interference with a police service animal,300 Block East 6th Street,,Y,APD,6434,Hispanic,Male
CM,4/20/2019,2:30 AM,Interference with a police service animal,401 East 6th Street,,Y,APD,8140,Black,Male
CM,4/20/2019,12:00 AM,DISORDERLY CONDUCT - FIGHTING,404 East 6th Street,,N,APD,7611,White,Male
CM,4/20/2019,1:40 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,8115,White,Male
CM,4/20/2019,2:15 AM,PUBLIC INTOXICATION,200 Block East 6th Street,,Y,APD,7796,White,Male
TR,4/20/2019,10:15 AM,PEDESTRIAN ON ROADWAY,100 Block North Ih 35,,Y,APD,3968,White,Male
CO,4/20/2019,10:15 AM,AGGRESSIVE SOLICITATION,100 Block North Ih 35,,Y,APD,3968,White,Male
CM,4/20/2019,2:00 AM,PUBLIC INTOXICATION,6th Street And,San Jacinto Boulevard,Y,APD,8758,White,Male
CM,4/20/2019,2:51 AM,PUBLIC INTOXICATION,600 Block Neches Street,,Y,APD,8791,Hispanic,Female
